IP地址,端口号,TLS,丢包率,扫描方式,网络延迟,下载速度,出站IP,IP类型,原始输入,数据中心,源IP位置,地区,城市,ASN号码,ASN组织,访问协议,TLS版本,SNI,HTTP版本,WARP,Gateway,RBI,密钥交换,时间戳
188.166.250.155,443,true,0%,HTTPing,755ms,未测速,2400:6180:0:d2:0:2:d85c:b000,IPv6,188.166.250.155,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
139.59.123.238,443,true,0%,HTTPing,756ms,未测速,2400:6180:0:d2:0:2:bb8e:2000,IPv6,139.59.123.238,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
168.144.47.94,443,true,0%,HTTPing,756ms,未测速,2400:6180:0:d2:0:2:cd13:e000,IPv6,168.144.47.94,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
165.22.104.36,443,true,0%,HTTPing,756ms,未测速,2400:6180:0:d2:0:2:7d91:6000,IPv6,165.22.104.36,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
43.156.142.191,443,true,0%,HTTPing,756ms,未测速,240d:c000:f020:1300:7640:b3fc:fcd8:0,IPv6,43.156.142.191,SIN,SG,Asia Pacific,Singapore,AS132203,"Tencent Building, Kejizhongyi Avenue",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
157.230.243.63,443,true,0%,HTTPing,757ms,未测速,2400:6180:0:d2:0:2:d7c3:c000,IPv6,157.230.243.63,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
165.245.182.116,443,true,0%,HTTPing,759ms,未测速,2400:6180:0:d2:0:2:cd52:3000,IPv6,165.245.182.116,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
152.42.174.94,443,true,0%,HTTPing,763ms,未测速,2400:6180:0:d2:0:2:db7a:5000,IPv6,152.42.174.94,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
168.144.128.4,443,true,0%,HTTPing,763ms,未测速,2400:6180:0:d2:0:3:1ceb:2000,IPv6,168.144.128.4,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
168.144.44.150,443,true,0%,HTTPing,763ms,未测速,168.144.44.150,IPv4,168.144.44.150,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
143.198.211.180,443,true,0%,HTTPing,764ms,未测速,143.198.211.180,IPv4,143.198.211.180,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
129.212.239.183,443,true,0%,HTTPing,764ms,未测速,2400:6180:0:d2:0:2:c5d2:9000,IPv6,129.212.239.183,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
139.59.115.7,443,true,0%,HTTPing,768ms,未测速,2400:6180:0:d2:0:2:c89c:8000,IPv6,139.59.115.7,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
165.22.99.110,443,true,0%,HTTPing,769ms,未测速,2400:6180:0:d0::1702:d001,IPv6,165.22.99.110,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
165.22.110.8,443,true,0%,HTTPing,769ms,未测速,165.22.110.8,IPv4,165.22.110.8,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
206.189.90.44,443,true,0%,HTTPing,771ms,未测速,2400:6180:0:d2:0:2:d7fe:b000,IPv6,206.189.90.44,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
206.189.151.133,443,true,0%,HTTPing,772ms,未测速,2400:6180:0:d2:0:2:d7ff:0,IPv6,206.189.151.133,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
129.212.237.187,443,true,0%,HTTPing,772ms,未测速,2400:6180:0:d2:0:2:945e:c000,IPv6,129.212.237.187,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
168.144.97.250,443,true,0%,HTTPing,772ms,未测速,2400:6180:0:d2:0:2:f451:9000,IPv6,168.144.97.250,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
159.89.203.141,443,true,0%,HTTPing,773ms,未测速,2400:6180:0:d2:0:2:d7c3:a000,IPv6,159.89.203.141,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
167.99.71.38,443,true,0%,HTTPing,774ms,未测速,2400:6180:0:d2:0:2:c821:6000,IPv6,167.99.71.38,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
165.245.178.114,443,true,0%,HTTPing,774ms,未测速,2400:6180:0:d2:0:2:c89b:e000,IPv6,165.245.178.114,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
139.59.250.249,443,true,0%,HTTPing,774ms,未测速,2400:6180:0:d2:0:2:5e57:8000,IPv6,139.59.250.249,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
178.128.82.93,443,true,0%,HTTPing,774ms,未测速,2400:6180:0:d2:0:2:c89f:8000,IPv6,178.128.82.93,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
209.97.162.112,443,true,0%,HTTPing,775ms,未测速,2400:6180:0:d2:0:2:cd52:6000,IPv6,209.97.162.112,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
152.42.163.208,443,true,0%,HTTPing,778ms,未测速,2400:6180:0:d2:0:2:d7c3:8000,IPv6,152.42.163.208,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
47.82.155.79,443,true,0%,HTTPing,778ms,未测速,47.82.155.79,IPv4,47.82.155.79,SIN,SG,Asia Pacific,Singapore,AS45102,"Alibaba (US) Technology Co., Ltd.",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
167.71.217.55,443,true,0%,HTTPing,778ms,未测速,2400:6180:0:d2:0:2:d85d:1000,IPv6,167.71.217.55,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
52.221.4.213,443,true,0%,HTTPing,778ms,未测速,2406:da18:1f9c:c700:e0a8:a700:e599:6d2b,IPv6,52.221.4.213,SIN,SG,Asia Pacific,Singapore,AS16509,"Amazon.com, Inc.",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
188.166.234.177,443,true,0%,HTTPing,778ms,未测速,2400:6180:0:d2:0:2:e3c5:8000,IPv6,188.166.234.177,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
139.59.192.91,443,true,0%,HTTPing,781ms,未测速,2400:6180:0:d2:0:2:e0cf:9000,IPv6,139.59.192.91,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
54.254.247.156,443,true,0%,HTTPing,781ms,未测速,2406:da18:17fa:e900:1b17:b978:1c12:d569,IPv6,54.254.247.156,SIN,SG,Asia Pacific,Singapore,AS16509,"Amazon.com, Inc.",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
157.230.248.87,443,true,0%,HTTPing,782ms,未测速,2400:6180:0:d2:0:2:d85c:a000,IPv6,157.230.248.87,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
18.140.28.73,443,true,0%,HTTPing,782ms,未测速,2406:da18:10b3:e900:2e22:b19c:b829:64b3,IPv6,18.140.28.73,SIN,SG,Asia Pacific,Singapore,AS16509,"Amazon.com, Inc.",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057129.000
143.42.66.91,443,true,0%,HTTPing,782ms,未测速,112.199.233.89,IPv4,143.42.66.91,SIN,SG,Asia Pacific,Singapore,AS4773,MobileOne Ltd. Mobile/Internet Service Provider Singapore,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
134.209.104.130,443,true,0%,HTTPing,783ms,未测速,2400:6180:0:d2:0:2:d7c3:f000,IPv6,134.209.104.130,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
43.173.160.14,8443,true,0%,HTTPing,783ms,未测速,240d:c000:f020:1b00:3e26:6916:f460:0,IPv6,43.173.160.14,SIN,SG,Asia Pacific,Singapore,AS132203,"Tencent Building, Kejizhongyi Avenue",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
43.134.104.39,8443,true,0%,HTTPing,784ms,未测速,240d:c000:f020:1d00:b436:dbe0:2406:0,IPv6,43.134.104.39,SIN,SG,Asia Pacific,Singapore,AS132203,"Tencent Building, Kejizhongyi Avenue",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
152.42.232.186,443,true,0%,HTTPing,788ms,未测速,2400:6180:0:d2:0:2:f536:0,IPv6,152.42.232.186,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
178.128.223.148,443,true,0%,HTTPing,788ms,未测速,2400:6180:0:d2:0:2:e335:9000,IPv6,178.128.223.148,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
165.232.173.161,443,true,0%,HTTPing,788ms,未测速,2400:6180:0:d2:0:2:d2f7:b000,IPv6,165.232.173.161,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
152.42.187.204,443,true,0%,HTTPing,789ms,未测速,2400:6180:0:d2:0:2:d85c:4000,IPv6,152.42.187.204,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
168.144.103.195,443,true,0%,HTTPing,790ms,未测速,2400:6180:0:d2:0:2:ffb9:1000,IPv6,168.144.103.195,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
143.198.203.199,443,true,0%,HTTPing,790ms,未测速,2400:6180:0:d2:0:3:1828:f000,IPv6,143.198.203.199,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
168.144.45.134,8443,true,0%,HTTPing,790ms,未测速,2400:6180:0:d2:0:2:e4f9:7000,IPv6,168.144.45.134,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
152.42.194.191,443,true,0%,HTTPing,792ms,未测速,2400:6180:0:d2:0:2:cd14:0,IPv6,152.42.194.191,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
139.162.41.109,443,true,0%,HTTPing,792ms,未测速,2400:8901::2000:13ff:fe0e:229,IPv6,139.162.41.109,SIN,SG,Asia Pacific,Singapore,AS63949,Akamai Connected Cloud,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
178.128.125.147,443,true,0%,HTTPing,793ms,未测速,2400:6180:0:d2:0:2:5dbc:9000,IPv6,178.128.125.147,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
129.212.232.171,443,true,0%,HTTPing,794ms,未测速,2400:6180:0:d2:0:2:9462:2000,IPv6,129.212.232.171,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
178.128.118.19,443,true,0%,HTTPing,794ms,未测速,2400:6180:0:d2:0:3:1cc2:4000,IPv6,178.128.118.19,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
167.172.65.175,443,true,0%,HTTPing,796ms,未测速,2400:6180:0:d2:0:2:5e57:d000,IPv6,167.172.65.175,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
85.149.211.28,8443,true,0%,HTTPing,796ms,未测速,2a14:7dc0:202:a01::a0d,IPv6,85.149.211.28,SIN,SG,Asia Pacific,Singapore,AS63150,BAGE CLOUD LLC,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
206.189.95.91,443,true,0%,HTTPing,797ms,未测速,2400:6180:0:d2:0:2:c89c:1000,IPv6,206.189.95.91,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
139.59.115.36,443,true,0%,HTTPing,801ms,未测速,2400:6180:0:d2:0:2:d85c:3000,IPv6,139.59.115.36,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
43.156.12.53,2053,true,0%,HTTPing,801ms,未测速,240d:c000:f020:600:2408:6f9e:a26c:1,IPv6,43.156.12.53,SIN,SG,Asia Pacific,Singapore,AS132203,"Tencent Building, Kejizhongyi Avenue",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057134.000
128.1.186.58,443,true,0%,HTTPing,801ms,未测速,128.1.186.58,IPv4,128.1.186.58,SIN,SG,Asia Pacific,Singapore,AS21859,Zenlayer Inc,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057134.000
129.212.229.72,443,true,0%,HTTPing,801ms,未测速,2400:6180:0:d2:0:2:9464:3000,IPv6,129.212.229.72,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
146.190.104.194,443,true,0%,HTTPing,802ms,未测速,2400:6180:0:d2:0:3:103c:3000,IPv6,146.190.104.194,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
168.144.44.84,443,true,0%,HTTPing,805ms,未测速,2400:6180:0:d2:0:2:d85c:8000,IPv6,168.144.44.84,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
101.32.169.108,443,true,0%,HTTPing,806ms,未测速,240d:c000:f020:1600:9ae4:1d3e:6a9a:0,IPv6,101.32.169.108,SIN,SG,Asia Pacific,Singapore,AS132203,"Tencent Building, Kejizhongyi Avenue",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
167.172.67.51,443,true,0%,HTTPing,808ms,未测速,2400:6180:0:d2:0:2:9a27:6000,IPv6,167.172.67.51,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
168.144.97.78,443,true,0%,HTTPing,810ms,未测速,2400:6180:0:d2:0:2:e700:f000,IPv6,168.144.97.78,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
129.212.232.220,8443,true,0%,HTTPing,811ms,未测速,2400:6180:0:d2:0:2:e035:6000,IPv6,129.212.232.220,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
139.59.101.96,443,true,0%,HTTPing,812ms,未测速,2400:6180:0:d2:0:3:102e:4000,IPv6,139.59.101.96,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
152.42.196.47,443,true,0%,HTTPing,813ms,未测速,2400:6180:0:d2:0:2:cd13:f000,IPv6,152.42.196.47,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
134.209.108.21,443,true,0%,HTTPing,814ms,未测速,2400:6180:0:d2:0:2:d7c3:b000,IPv6,134.209.108.21,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
23.111.15.31,443,true,0%,HTTPing,817ms,未测速,2402:a7c0:3003:113:1c00:27ff:fe00:ac9,IPv6,23.111.15.31,SIN,SG,Asia Pacific,Singapore,AS59253,LEASEWEB SINGAPORE PTE. LTD.,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057134.000
45.92.158.166,443,true,0%,HTTPing,819ms,未测速,2a11:8083:11:17f0::a,IPv6,45.92.158.166,SIN,SG,Asia Pacific,Singapore,AS8888,xTom Pty Ltd,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
159.223.88.166,443,true,0%,HTTPing,822ms,未测速,2400:6180:0:d2:0:2:ffd2:f000,IPv6,159.223.88.166,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
83.147.234.163,443,true,0%,HTTPing,822ms,未测速,83.147.234.163,IPv4,83.147.234.163,SIN,SG,Asia Pacific,Singapore,AS200740,First Server Limited,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057132.000
168.144.36.249,443,true,0%,HTTPing,823ms,未测速,2400:6180:0:d2:0:2:e5f6:8000,IPv6,168.144.36.249,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
165.22.59.251,443,true,0%,HTTPing,825ms,未测速,2400:6180:0:d2:0:2:d7fe:f000,IPv6,165.22.59.251,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
178.128.86.3,443,true,0%,HTTPing,826ms,未测速,178.128.86.3,IPv4,178.128.86.3,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
192.124.176.70,443,true,0%,HTTPing,827ms,未测速,2605:e440:16::2e8,IPv6,192.124.176.70,SIN,SG,Asia Pacific,Singapore,AS26383,Baxet Group Inc.,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
206.189.147.193,443,true,0%,HTTPing,831ms,未测速,2400:6180:0:d2:0:2:8620:5000,IPv6,206.189.147.193,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
157.228.130.240,443,true,0%,HTTPing,834ms,未测速,157.228.130.240,IPv4,157.228.130.240,SIN,SG,Asia Pacific,Singapore,AS200740,First Server Limited,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057134.000
140.245.97.215,443,true,0%,HTTPing,836ms,未测速,2603:c024:451d:601:0:114b:b355:ca54,IPv6,140.245.97.215,SIN,SG,Asia Pacific,Singapore,AS31898,Oracle Corporation,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
194.87.10.77,443,true,0%,HTTPing,839ms,未测速,2605:e440:16::27d,IPv6,194.87.10.77,SIN,SG,Asia Pacific,Singapore,AS26383,Baxet Group Inc.,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
143.198.219.131,443,true,0%,HTTPing,840ms,未测速,2400:6180:0:d2:0:3:736:9000,IPv6,143.198.219.131,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
140.245.103.72,443,true,0%,HTTPing,842ms,未测速,140.245.103.72,IPv4,140.245.103.72,SIN,SG,Asia Pacific,Singapore,AS31898,Oracle Corporation,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
157.230.254.79,443,true,0%,HTTPing,849ms,未测速,2400:6180:0:d2:0:2:9462:1000,IPv6,157.230.254.79,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
104.192.92.190,443,true,0%,HTTPing,853ms,未测速,2a0e:97c0:7dc:755f:d4aa:2cf0:66e6:b435,IPv6,104.192.92.190,SIN,SG,Asia Pacific,Singapore,AS61112,AKILE LTD,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057133.000
158.178.230.113,8443,true,0%,HTTPing,859ms,未测速,158.178.230.113,IPv4,158.178.230.113,SIN,SG,Asia Pacific,Singapore,AS31898,Oracle Corporation,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057135.000
165.22.106.244,443,true,0%,HTTPing,861ms,未测速,2400:6180:0:d2:0:2:d7fe:e000,IPv6,165.22.106.244,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
168.138.176.180,443,true,0%,HTTPing,867ms,未测速,2a09:bac5:55fb:18d2::279:33,IPv6,168.138.176.180,SIN,SG,Asia Pacific,Singapore,AS13335,"Cloudflare, Inc.",https,TLSv1.3,plaintext,http/1.1,on,off,off,X25519MLKEM768,1790057132.000
167.71.213.95,443,true,0%,HTTPing,871ms,未测速,2400:6180:0:d2:0:2:6668:e000,IPv6,167.71.213.95,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
140.245.114.190,443,true,0%,HTTPing,879ms,未测速,2603:c024:451a:e200:0:f391:376f:637b,IPv6,140.245.114.190,SIN,SG,Asia Pacific,Singapore,AS31898,Oracle Corporation,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
193.239.167.110,443,true,0%,HTTPing,884ms,未测速,193.239.167.110,IPv4,193.239.167.110,SIN,SG,Asia Pacific,Singapore,AS200740,First Server Limited,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
5.34.177.37,443,true,0%,HTTPing,884ms,未测速,2a05:9401::701,IPv6,5.34.177.37,SIN,SG,Asia Pacific,Singapore,AS204957,Route 95 LLC,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057131.000
68.183.183.54,443,true,0%,HTTPing,886ms,未测速,2400:6180:0:d2:0:2:c89f:0,IPv6,68.183.183.54,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
165.232.161.8,443,true,0%,HTTPing,892ms,未测速,2400:6180:0:d2:0:3:1cd0:7000,IPv6,165.232.161.8,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
157.245.56.32,443,true,0%,HTTPing,902ms,未测速,2400:6180:0:d0::64:9001,IPv6,157.245.56.32,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
140.245.127.48,443,true,0%,HTTPing,906ms,未测速,140.245.127.48,IPv4,140.245.127.48,SIN,SG,Asia Pacific,Singapore,AS31898,Oracle Corporation,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057134.000
146.190.102.51,443,true,0%,HTTPing,907ms,未测速,2400:6180:0:d2:0:2:9d83:2000,IPv6,146.190.102.51,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
152.42.212.65,443,true,0%,HTTPing,910ms,未测速,2400:6180:0:d2:0:2:cd52:9000,IPv6,152.42.212.65,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
178.128.95.74,443,true,0%,HTTPing,920ms,未测速,2400:6180:0:d2:0:2:94c5:c000,IPv6,178.128.95.74,SIN,SG,Asia Pacific,Singapore,AS14061,"DigitalOcean, LLC",https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1790057130.000
